date,time,location,operator,flight,route,aircraft,registration,cnln,aboard,fatalities,ground,summary
19830901,1826,"NearSakhalinIsland,Russia",KoreanAirlines,007,Anchorage-Seoul,BoeingB-747-230b,Hl-7442,20559/186,269,269,0,"On a flight from Alaska to South Korea, the airliner drifted off course and twice penetrated Soviet airspace.  During the second penetration, the airliner was shot down by a Russian Su-15 Air Force fighter with air-to-air missiles. The aircraft crashed into international waters in the Sea of Japan. U.S. Representative from Georgia Lawrence McDonald killed. Because of an improper navigational setting the plane drifted off course. There was a U.S. spy plane in the vacinity of the 007 flight. The 007 plane was mistaken for the spy plane. The fighter pilot was ordered by Soviet command to shoot down the plane. Two air-to-air missiles were launched by the  fighter and struck the Boeing 747. Cabin pressure was lost and the aircraft suffered control problems, causing the plane to go into a dive and break up, crashing into the ocean."
19830902,,"NearSmithers,BritishColumbia,Canada",CentralMountainAirServices,,CampbellRiver-Smithers,Britten-normanBn-2a-21Islander,C-gipf,0274,9,9,0,"Crashed en route. NY industrialist Georgel Cogar, 51, among those killed."
19830914,934,"Guilin,China",Caac,,Guilin-Beijing,HawkerSiddeleyTrident2e/Ii-28,B-264/?,2169/?,106,11,0,Collided with a Chinese Air Force aircraft while taxing.
19830923,1530,"NearMinaJebelAli,Uae",GulfAir,771,Karachi-AbuDhabi,BoeingB-737-2p6,A40-bk,21734/566,112,112,0,Crashed  into the desert after a distress message and during an emergency landing attempt. Detonation of an explosive device in the baggage compartment.
19830928,,"OffLanyuIsland,Taiwan",TaiwanAirlines,,Taitung-lanyuIsland,Britten-normanBn-2a-26Trislander,B-11109,0518,10,10,0,Crashed into the sea.
19831007,,"Aracatuba,Brazil",TamLineasAéreasRegional,,CampoGrande-Araçatuba,Embraer110cBandeirante,Pp-sbh,110026,15,7,0,After two missed IFR approaches the aircraft struck the ground short of the runway threshold during a third VFR approach.
19831008,,"NearLonkin,Myanmar",BurmaAirways,,Lonkin-Myitkyina,DeHavillandCanadaDhc-6TwinOtter300,Xy-aee,512,14,9,0,Struck trees on high ground after losing the No.1 engine during take off.
19831011,2053,"Pinckneyville,Illinois",AirIllinois,701,"Springfield,Il-Carbondale,Il",HawkerSiddeleyHs-748-faa,N748ll,1716,10,10,0,"Two minutes out of Springfield, the left generator suffered a complete mechanical failure. The first officer mistakenly shut down the right generator and all attempts at bring it back to life failed. Although the plane could be flown safely on batteries for about 30 minutes the captain decided to continue on towards Carbondale, thirty-nine minutes away. The batteries lasted for thirty-one minutes. The aircraft lost all power, turned blindly 180 degrees and crashed in a rural area."
19831028,1335,"Middletown,Pennsylvania",PennsylvaniaAirlines,,Middletown-WashingtonDc,Shorts330-200,N26288,Sh3074,30,1,0,"A passenger committed suicide by opening the right rear door and jumping out at 3,500 ft."
19831108,1520,"Lubango,Huila,Angola",TaagAngolaAirlines,,Lubango-Luanda,BoeingB-737-200,D2-tbn,22775,130,130,0,The airliner crashed immediately after takeoff.  Shot down by rebels with a surface to air missile.
19831123,,"LandsdowneHouse,Canada",AustinAirways,,,DeHavillandCanadaDhc-6TwinOtter300,C-gtla,632,7,4,0,The aircraft touched down short of the runway while on a VFR approach in a snowstorm. The nosegear and one of the main landing gear legs broke away from the fuselage and the aircraft caught fire.
19831127,1006,"Madrid-barajas,Spain",Avianca,Av011,Paris-Madrid-Bogota,BoeingB-747-283b,Hk-2910x,21381,192,181,0,"While attempting to land at Madrid, the crew intercepted the wrong ILS track which caused the pilot to initiate a right turn short of the VOR beacon. The aircraft impacted a series of hills during which the right wing broke off, the aircraft cartwheeled and broke into 5 pieces and came to rest upside down. Procedural errors by the crew including the pilot not knowing his precise position before descending, failure of the crew to take corrective action after a warning from the  ground proximity warning system and deficient teamwork on the flight deck.  The aircraft was named ""Magnus Viking,"" LN-RNA and dry-leased from SAS."
19831128,1113,"NearEnugu,Nigeria",NigeriaAirways,,Calabar-enugu,FokkerF-28Fellowship2000,5n-anf,11090,72,53,0,The aircraft crashed 18 nm short of the runway after attaining a nose-high attitude in poor visibility and caught fire. Crew may have been preoccupied with landing gear trouble.
19831207,940,"NearMadrid,Spain",IberiaAirlines/Aviaco,350/134,Madrid-Rome,BoeingB-727-200/Dc9-32,Ec-cfj/ec-cgs,20820/47645,135,93,0,"While taking off, the B-727 struck the DC-9 on the runway in poor visibility, fog and snow. Because of poor visibility and inadequate signs and markings the, DC-9 inadvertently wandered on the runway being used by the B-727 to take off. The airport had no ground radar. Fifty-one aboard the 727 and all 42 aboard the DC-9 were killed. Mexican actress,  María ""Fanny Cano"" Damián, 39, among those killed."
19831214,1530,"NearMedellin,Colombia",TampaColombia,,Medellin-Miami,Boeing707-373c,Hk-2401,18707/349,3,3,22,"After liftoff, the aircraft entered a 90 degree bank, struck power lines and crashed into buildings. Failure of the No.3 engine during a climb out with the No.4 engine operating at idle."
19831217,1310,"Paulatuk,NorthwestTerritory,Canada",InuvikCoastalAirways,,Inuvik-Paulatuk,DeHavillandCanadaDhc-6TwinOtter200,C-fgjk,213,12,2,0,The left wing contacted the ground after the pilot attempted a go-around. The plane cartwheeled and crashed. Runway is not oriented to correspond with the prevailing winds. The aircraft was overloaded by 840 lbs and was below that prescribed to take off. Lack of weather forcast.
19831224,853,"Leshukonskoye,Russia",Aeroflot,601,Arkhangelsk-Leshukonskoye,AntonovAn-24,Cccp-46617,37308704,49,44,0,"The airliner crashed on approach in adverse weather. Instead of a go-around the pilot put the plane in a tight turn to the right with a high slip angle, leading to a loss of airspeed. After descending through decision height the pilot attempted a go-around but the plane rolled to the left and lost altitude. After the bank angle reached 90 degrees the aircraft crashed short of  the runway."
19840102,,"Amman,Jordan",Military-RoyalJordanianAirForce,,,Casa212-a3Aviocar100,324,55,13,13,0,Crashed due to mechanical problems.
19840103,,"Novoagansk,Russia",Aeroflot,,,Mi-6,Cccp-21006,0239,76,38,0,The helicopter crashed on takeoff. Crew error.
19840109,2230,"SaintLouis,Missouri",SkycraftAirTransport,,"SaintLouis,Mo-Toronto,Canada",DouglasDc-3,C-gsca,15745/27190,2,1,0,"The attempts at taking off failed because of poor engine performance. On the third try power was lost in both engines and an emergency landing was attempted on a highway. The left wing struck a light pole. Jet-A fuel was used when refueling the aircraft, instead of aviation gas."
19840110,,"Sofia,Bulgaria",BalkanBulgarianAirlines,,Berlin-Sofia,TupolevTu-134a,Lz-tur,4352308,50,50,0,The aircraft struck power lines and crashed into a forest during a snowstorm while attempting to land.  A go-around was attempted at 300 ft. but the plane struck power lines and crashed 2.5 miles short of the runway. The crew descended below decision altitude while trying to make visual contact with the runway.
19840113,,"Cochabamba,Bolivia",NorthEastBolivianAirways,,Cochabamba-laPaz,DouglasEc-54u,Cp-1090,36036,3,1,0,"After the No. 2 engine failed on takeoff, the pilot  tried to land but the propellers struck the runway and the aircraft ran off the runway into a ditch."
19840128,,"Izhevsk,Russia",Aeroflot,,Kuibyshev-Izhevsk,AntonovAn-24rv,Cccp-47358,67310607,51,4,0,The aircraft crashed after the elevator failed. Disconnection of the linkage of the elevators control rod.
19840130,630,"TerreHaute,Indiana",BrittAirways,,Training,SwearingenSa.226tcMetroIi,N63z,Tc-240,3,3,0,"After taking off from rwy 23, the aircraft crashed ssw of the airport about 6300 ft from the departure end of the runway wy & about 1800 ft to the left of the runway centerline. Impact occurred while the aircraft was in a steep descent. The wreckage path was scattered along a heading of 035 deg from the initial impact point. The aircraft was demolished by impact & fire & no preimpact part failure or malfunction was found that would have caused the accident. Cause undetermined."
19840216,,"NearDebreZelt,Ethiopia",Military-EthiopianAirForce,,,AntonovAn-12,1506,4342002,38,26,0,The aircraft crashed after a hijacker detonated a hand grenade when the pilot tried to land.
19840219,,"NearSanGerardo,ElSalvador",Military-SalvadoranAirForce,,,BellUh-1h/BellUh-1h,,,28,28,0,"One of the helicopters was hit by guerrilla mortar fire and lost control, crashing into the other helicopter."
19840228,1616,"JfkAirport,NewYork,NewYork",ScandinavianAirlines,901,"Oslo,Norway,NewYork,Ny",McdonnellDouglasDc-10-30,Ln-rkb,46871,177,0,0,"While attempting to land at JFK, New York, the aircraft touched down 4,700 feet beyond the threshold, slid off end of runway and came to rest in a tidal waterway. The crew's disregard for prescribed procedures for monitoring and controlling of airspeed during the final stages of the approach and decision to continue the landing rather than to execute a missed approach. Overreliance on the autothrottle speed control system which had a history of recent malfunctions."
19840313,747,"Barranquilla,Colombia",AerosucreColombia,,Barranquilla-Bogota,CurtissC-46a,Hk-1322p,444,6,4,0,"Tried to make an emergency landing. Touched down, lifted off, stalled and crashed."
19840316,,"SanBorja,Bolivia",LloydAereoBoliviano,,Trinidad-sanBorja,FairchildF-27m,Cp-862,Bl-52,23,23,0,Crashed into the jungle.
19840324,,"NearRurrenabaque,Bolivia",FrigorificoReyes,,,DouglasC-54,Cp-1206,10559,5,5,0,"Shortly after the cargo plane took off, the engines began to backfire, the plane lost altitude, the right wing clipped trees and the plane crashed."
19840324,400,"NearHunghae,SouthKorea",Military-U.s.MarineCorps,,Pohang-Kannung,SikorskyCh-53d,157132,,29,29,0,Crashed into a wooded mountainside while flying VFR. Pilot error.
19840331,830,OffBimini,StateAirlines,,Ft.Lauderdale-Bimini,Cessna402b,N44nc,402b-0852,6,6,0,"Slowed to 90 knts and soon after began to descent at 5,400 fpm and disappeared from radar and crashed into the sea. The wreckage was never found."
19840418,,"Imperatriz,Brazil",Votec/Votec,,,Embraer110ejBand./embraer110pBand.,Pt-gjz/pt-gkl,110088/110170,35,19,0,"Midair collision.  Same aircraft type, same airline. One of 17 killed aboard PT-GKL and all 18 aboard PT-GJZ were killed. PT-GJZ crashed out of control but PT-GKL was able to make a forced landing without its No.1 engine on a river after which it sank."
19840508,,"ElbetBeniSalama,Egypt",Military-EgyptianAirForce,,,McdonnelF-4ePhantomIi,,,2,2,19,"Crashed into a village approximately 80 miles from Cairo, killing 19 on the ground."
19840530,145,"Chalkhill,Pennsylvania",ZantopInternationalAirlines,,Baltimore-Detroit,LockheedL-188afElectra,N5523,1034,4,4,0,"The cargo aircraft's entry into an unusual attitude and the inability of the flight crew to analyze the flight condition before there was a complete loss of control. Although the precise reason for the loss of control was not identified, an undetermined failure of a component in the No.2 vertical gyro system, perhaps involving the amplifier and associated circuitry, probably contributed to the cause of the accident by incorrectly processing data to the co-pilot's approach horizon. The inflight structural failure of the aircraft was due to overload."
19840604,2341,"WindsorLocks,Connecticut",AirContinental,,Syracuse-windsorLocks,Learjet23a,N101pp,23-085,3,3,0,"According to witnesses, the aircraft made a normal approach to Rwy 33 with no apparent abnormalities. However, when it was about 200 ft over the approach lights, they heard an increase in the engine thrust & the aircraft's descent stopped. Two witnesses thought the aircrew initiated a go-around. Immediately thereafter, the aircraft began an apparent level turn to the right. As it turned thru about 90 deg of turn, the bank angle had increased to nearly 90 deg, the aircraft's nose dropped & the plane crashed in a nose low attitude & burned. Malfunction of spoiler system for reasons undetermined."
19840619,255,"IslandBeach,NewJersey",AirTaxi-RacoHelicoptersCorp.,,,AerospecialeAs-350d,N5784m,,3,3,0,"The on-demand air taxi flight departed for garden city with one passenger. The reported weather at the approximate time of the accident indicated low clouds, thunderstorm activity including rain and lighting. One witness stated that he observed the helicopter flying at an altitude of approximately 60 to 80 feet above the water. The helicopter wreckage was found the next day on the beach. Continued VFR flight into IMC. Improper altitude."
19840628,,"NearSaoPedroD'Aldeia,Brazil",TamLineasAéreasRegional,,RioDeJaneiro-Macaé,Embraer110cBandeirante,Pp-sbc,110-013,18,18,0,The aircraft flew into heavy rain and a cloud shrouded hill after the pilot abandoned IFR and descended VFR. The plane was carrying journalists.
19840711,,"OffBuenavista,Philippines",Military-PhilippineAirForce,,,BellUh-1h,,,30,30,0,Crashed into the Pacific Ocean off the coast of Marinduque Island.
19840712,,"SigonellaAfb,Italy",Military-U.s.AirForce,,Sigonella-DiegoGarcia,LockheedC-141b,64-0624,300-6037,9,9,0,"Failure of the No. 4 engine caused the No. 3 engine to failue due to debris. Debris also started a fire in the cargo hatch. The crew was overcome by smoke and cyanide, lost control and crashed."
19840721,1340,"TauIsland,AmericanSamoa",SouthPacificIslandAirways,,PangoPango-TauIsland,DeHavillandCanadaDhc-6TwinOtter300,N43sp,669,14,1,0,While turning from its base leg onto the final approach the fight controls suddenly collapsed and the nose of the plane pitched up. The pilot attempted to maintain control  of the aircraft by using the throttle and flap controls but it collided with a vehicle and terminal building.  A rusted elevator control cable broke. Improper maintenance  procedures. Total failure of the elevator control due to corrosion.
19840802,805,"Vieques,PuertoRico",ViequesAirLink,,"Vieques,Pr-St.Croix,Vi",Britten-normanBn-2aIslander,N589sa,0038,9,9,0,Banked to the left shortly after taking off and crashed into the ocean. Aircraft overloaded and improperly loaded. Inexperienced pilot. Water contamination of fuel.
19840804,,"Nawabshah,Pakistan",Aeroflot,,Aden-Karachi-Tashkent,AntonovAn-12bp,Cccp-10232,3341107,24,24,0,The plane flew into severe weather and hail penetrated the oil radiatiors. Power was lost in all four engines and load limits were exceeded during an emergency descent. The plane broke up and crashed.
